,Process variables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,0.213170007,3638.899902,4508.799805,9.343400002,27.06500053,42.4679985,2701.899902,74.63500214,120.3700027,0.363649994,79.96199799,48.40499878,2630.399902,25.31699944,51.13999939,3094.899902,23.06900024,66.48300171,247.1100006,345.1600037,94.8710022,77.17900085,32.31900024,8.847999573,26.21999931,6.806499958,18.88299942,1.661000013,33.19499969,13.91800022,23.12100029,1.380300045,18.52700043,2.289599895,4.91260004,2.311000109,0.016259,0.809520006,0.089628004,54.06600189,44.59999847,62.12799835,54.13399887,21.08499908,62.06000137,22.86499977,42.68600082,33.40599823,49.17200089,51.60499954,41.05400085,17.78899956
781,0.214019999,3613.699951,4530.899902,9.371100426,26.95299911,41.93500137,2703.199951,74.27799988,120.3899994,0.363620013,80.10700226,49.97399902,2632.600098,23.89500046,50.56399918,3095,23.52099991,66.41600037,245.8800049,344.8099976,94.57499695,77.51200104,32.31900024,8.847999573,26.21999931,6.806499958,18.88299942,1.661000013,33.19499969,13.91800022,23.12100029,1.380300045,18.52700043,2.289599895,4.91260004,2.311000109,0.016259,0.809520006,0.089628004,54.06600189,44.59999847,62.56100082,53.87099838,21.00200081,61.32500076,23.17700005,42.68899918,38.02299881,47.84000015,51.3390007,41.70700073,16.69000053
782,0.247639999,3666.399902,4454,9.318599701,26.72100067,41.95100021,2706,74.38200378,120.3700027,0.353560001,80.22799683,50.50999832,2635.600098,25.23800087,51.24000168,3098.100098,23.03100014,66.40899658,243.9900055,344.8699951,94.68399811,77.42500305,32.88299942,8.879199982,26.40500069,6.917099953,18.70899963,1.653300047,33.48699951,13.87800026,23.87400055,1.317600012,18.09600067,2.279799938,4.871399879,2.226099968,0.016259,0.809520006,0.089628004,54.06600189,44.59999847,63.72700119,54.00799942,24.86100006,61.22299957,23.0739994,41.02199936,39.59999847,49.40299988,51.13299942,40.85699844,17.84900093
783,0.250389993,3660.899902,4501.600098,9.374699593,26.68899918,42.49900055,2704.5,74.24700165,120.4300003,0.353009999,80.13400269,48.92200089,2634.199951,23.82699966,51.84899902,3099.600098,24.22900009,66.36499786,242.8999939,345.0799866,94.44300079,77.6780014,32.88299942,8.879199982,26.40500069,6.917099953,18.70899963,1.653300047,33.48699951,13.87800026,23.87400055,1.317600012,18.09600067,2.279799938,4.871399879,2.226099968,0.016259,0.809520006,0.089628004,54.06600189,44.59999847,63.8219986,53.43799973,24.5909996,62.43000031,22.57600021,41.09000015,34.92699814,50.81299973,50.85400009,42.29399872,14.98099995
784,0.191870004,3631.300049,4533.700195,9.427499771,26.98200035,42.27299881,2704.100098,75.01399994,120.4100037,0.348399997,80.1780014,50.79499817,2633.699951,25.95100021,48.63199997,3096.899902,22.78499985,66.35600281,241.1199951,345.2000122,94.58599854,77.3010025,32.96900177,8.954099655,26.35099983,6.839600086,18.85300064,1.613399982,33.53099823,13.81000042,23.56399918,1.300199986,17.96999931,2.299700022,4.79460001,2.280900002,0.016259,0.809520006,0.089628004,54.06600189,44.59999847,63.38000107,53.47600174,18.77599907,61.1269989,22.88199997,40.68199921,40.44100189,43.36899948,50.64099884,41.52600098,18.42399979
785,0.189439997,3613.800049,4440.600098,9.519399643,26.88899994,42.47600174,2703.399902,73.72599792,120.3799973,0.346179992,80.11699677,49.68999863,2632.800049,24.68300056,50.06600189,3096,23.01499939,66.29399872,241.7299957,344.5599976,94.61000061,77.45200348,32.96900177,8.954099655,26.35099983,6.839600086,18.85300064,1.613399982,33.53099823,13.81000042,23.56399918,1.300199986,17.96999931,2.299700022,4.79460001,2.280900002,0.019667,0.793259978,0.093630999,53.99000168,43.64799881,63.68000031,54.59000015,19.01499939,61.57500076,22.89699936,40.95299911,37.18899918,46.68700027,50.40499878,41.0019989,17.87199974
786,0.17701,3697.899902,4486.799805,9.367400169,26.56999969,42.64400101,2703.600098,74.65299988,120.3899994,0.339899987,80.16699982,48.45899963,2634,26.23399925,48.89699936,3096.600098,23.15299988,66.26399994,239.75,344.7399902,94.57499695,77.54399872,32.63199997,9.036700249,26.18600082,6.819300175,18.67099953,1.634799957,33.67100143,13.6239996,23.74799919,1.281100035,17.95000076,2.327199936,4.860000134,2.35010004,0.019667,0.793259978,0.093630999,53.99000168,43.64799881,62.91699982,53.68399811,17.08499908,60.4980011,22.91900063,39.94599915,33.56399918,43.98099899,50.29399872,41.59199905,17.52799988
787,0.175029993,3695.600098,4479.600098,9.447299957,26.74799919,42.17900085,2702.899902,75.60199738,120.3700027,0.338939995,80.18099976,48.60900116,2633,25.58499908,50.90200043,3097.399902,22.83699989,66.22499847,238.8200073,343.8800049,94.53199768,77.46199799,32.63199997,9.036700249,26.18600082,6.819300175,18.67099953,1.634799957,33.67100143,13.6239996,23.74799919,1.281100035,17.95000076,2.327199936,4.860000134,2.35010004,0.019667,0.793259978,0.093630999,53.99000168,43.64799881,62.95600128,53.77000046,17.28000069,61.15399933,22.69300079,40.06200027,34.00600052,48.62200165,50.09000015,40.84999847,18.27400017
788,0.199640006,3672.5,4507.600098,9.481300354,27.10899925,42.56800079,2704.5,74.75800323,120.4199982,0.316960007,80.25,50.18600082,2633.199951,26.01000023,49.04999924,3098.399902,22.56599998,66.23999786,238.6100006,344.1900024,94.52500153,77.09100342,32.63999939,8.980500221,26.10199928,7.034500122,18.31800079,1.649299979,33.70399857,13.92099953,23.55900002,1.181900024,18.54400063,2.231800079,4.81099987,2.357700109,0.019667,0.793259978,0.093630999,53.99000168,43.64799881,63.58200073,53.88399887,20.0170002,60.42300034,23.05599976,37.5870018,38.64699936,44.33599854,49.82099915,41.96300125,18.94000053
789,0.201049998,3681.5,4541.5,9.262399673,26.79299927,42.57799911,2701.899902,75.45400238,120.3700027,0.316130012,79.96499634,50.39199829,2631,24.3010006,51.34700012,3095.899902,23.0359993,66.18000031,236.9700012,344.1700134,94.50800323,76.92199707,32.63999939,8.980500221,26.10199928,7.034500122,18.31800079,1.649299979,33.70399857,13.92099953,23.55900002,1.181900024,18.54400063,2.231800079,4.81099987,2.357700109,0.019667,0.793259978,0.093630999,53.99000168,43.64799881,63.42699814,53.47800064,19.87700081,63.79899979,22.62199974,37.68799973,39.25400162,49.65200043,49.68399811,40.62400055,17.85099983
790,0.196390003,3647.199951,4562.5,9.429599762,26.36899948,41.93099976,2703.100098,74.78299713,120.3899994,0.351489991,80.05899811,48.97000122,2632.699951,26.45299911,49.72399902,3094.699951,22.33699989,66.09400177,235.2400055,343.8200073,94.72399902,77.52400208,32.49100113,8.92140007,26.16500092,6.772600174,18.50799942,1.666900039,33.35300064,13.77299976,23.77799988,1.311800003,17.99099922,2.266000032,4.845699787,2.330300093,0.0058462,0.80783999,0.092799999,54.10200119,43.15999985,62.08599854,54.14099884,19.28100014,60.86100006,22.92399979,41.25400162,35.06900024,45.89599991,49.08200073,41.11899948,19.47599983
791,0.197190002,3616.300049,4537.299805,9.411600113,27.14100075,42.33800125,2702.899902,74.22799683,120.3700027,0.345990002,80.01799774,52.33000183,2631,24.69300079,48.13600159,3096.600098,23.11700058,66.02500153,236.1999969,343.4500122,94.76699829,77.39199829,32.49100113,8.92140007,26.16500092,6.772600174,18.50799942,1.666900039,33.35300064,13.77299976,23.77799988,1.311800003,17.99099922,2.266000032,4.845699787,2.330300093,0.0058462,0.80783999,0.092799999,54.10200119,43.15999985,62.61800003,54.44200134,19.20299911,61.44499969,22.7670002,41.92499924,44.95800018,42.22000122,48.51200104,40.34999847,17.63400078
792,0.204730004,3722.600098,4555.600098,9.367199898,27.06299973,41.86999893,2706.199951,74.42900085,120.4199982,0.335399985,80.11499786,50.60200119,2635.300049,25.52199936,47.38899994,3099.699951,21.76399994,65.97000122,234.6600037,343.7000122,94.59700012,77.57700348,32.47100067,8.985500336,26.11199951,6.789800167,18.69199944,1.648599982,33.50400162,13.73600006,23.90500069,1.11740005,18.11599922,2.23210001,4.871399879,2.326800108,0.0058462,0.80783999,0.092799999,54.10200119,43.15999985,63.06700134,53.81700134,20.52300072,60.69900131,22.98999977,39.30099869,39.8730011,40.49100113,48.16600037,42.17900085,20.83300018
793,0.206080005,3690.699951,4534.299805,9.374500275,27.23999977,42.57600021,2705.899902,74.96199799,120.3899994,0.337170005,80.14299774,50.6780014,2634.5,24.55500031,48.95999908,3100.899902,22.60899925,65.93900299,231.6199951,343.2399902,94.4980011,77.55899811,32.47100067,8.985500336,26.11199951,6.789800167,18.69199944,1.648599982,33.50400162,13.73600006,23.90500069,1.11740005,18.11599922,2.23210001,4.871399879,2.326800108,0.0058462,0.80783999,0.092799999,54.10200119,43.15999985,63.61600113,54.0719986,20.38999939,63.72200012,22.84399986,39.08499908,40.09600067,44.1269989,47.95500183,40.92699814,18.82799911
794,0.205420002,3698.699951,4485.5,9.395500183,27.25499916,42.35599899,2704.899902,75.4469986,120.4400024,0.330489993,80.03500366,51.20500183,2634.300049,24.9489994,47.83399963,3101.600098,23.62400055,65.86799622,231.25,342.6799927,94.52899933,77.45300293,31.93799973,8.941900253,26.71100044,6.988299847,18.71800041,1.680400014,33.69200134,13.65600014,23.7689991,1.243899941,17.89900017,2.300800085,4.869299889,2.335599899,0.0058462,0.80783999,0.092799999,54.10200119,43.15999985,63.42200089,54.23400116,20.23399925,59.68700027,22.6060009,38.79499817,41.64599991,41.52099991,47.50799942,41.62799835,16.42700005
795,0.205819994,3659.399902,4503.5,9.503700256,26.69599915,42.2140007,2706.199951,75.02200317,120.4000015,0.327960014,80.23999786,50.89699936,2634.899902,24.01799965,50.49200058,3102.800049,23.20999908,65.85199738,230.0399933,342.8800049,94.43699646,77.24500275,31.93799973,8.941900253,26.71100044,6.988299847,18.71800041,1.680400014,33.69200134,13.65600014,23.7689991,1.243899941,17.89900017,2.300800085,4.869299889,2.335599899,0.0055257,0.782679975,0.106260002,54.06800079,44.37200165,64.09799957,54.01800156,20.19499969,60.72999954,22.22599983,39.10400009,40.74100113,47.67300034,47.44800186,40.80500031,17.41300011
796,0.257340014,3616.300049,4492.299805,9.393600464,26.93799973,42.41600037,2707.800049,74.85900116,120.4400024,0.318190008,80.24099731,49.19300079,2637.5,25.29899979,52.90399933,3103.699951,21.44400024,65.85299683,230.6900024,343.1799927,94.46800232,77.57299805,32.3409996,8.744299889,25.98600006,7.073900223,18.6079998,1.639500022,32.89699936,13.76099968,23.92499924,1.26970005,18.47200012,2.283400059,4.879099846,2.243099928,0.0055257,0.782679975,0.106260002,54.06800079,44.37200165,63.0909996,54.10100174,25.22800064,60.61399841,22.64299965,37.98300171,35.72399902,53.25400162,47.04600143,41.91400146,21.57999992
797,0.258289993,3651.800049,4523.100098,9.40170002,26.88800049,42.34799957,2709.699951,74.96299744,120.3600006,0.320650011,80.28500366,48.77199936,2638.600098,24.7859993,49.59799957,3105.899902,22.80999947,65.81800079,227,343.2999878,94.55400085,77.78700256,32.3409996,8.744299889,25.98600006,7.073900223,18.6079998,1.639500022,32.89699936,13.76099968,23.92499924,1.26970005,18.47200012,2.283400059,4.879099846,2.243099928,0.0055257,0.782679975,0.106260002,54.06800079,44.37200165,62.48099899,53.73099899,25.13500023,64.61299896,22.66200066,37.68299866,34.48699951,45.60499954,47.03300095,40.45199966,18.31299973
798,0.215609998,3613.300049,4518.899902,9.373200417,26.46100044,42.30500031,2712,75.09100342,120.4300003,0.33050999,80.2519989,52.12900162,2641,25.50499916,50.51399994,3105,22.81999969,65.76999664,227.1499939,343.5599976,94.60800171,77.37000275,32.43999863,8.910499573,26.72400093,7.078700066,18.54000092,1.660899997,33.32400131,13.82800007,24.02199936,1.181800008,18.10499954,2.267800093,4.938799858,2.3046,0.0055257,0.782679975,0.106260002,54.06800079,44.37200165,62.25099945,54.0719986,21.76000023,62.14400101,22.83399963,39.11600113,44.36500168,47.72299957,46.67699814,41.52700043,18.30500031
799,0.216890007,3640.699951,4497.799805,9.407099724,26.99300003,42.16400146,2711,74.94100189,120.3799973,0.328759998,80.06700134,50.51300049,2640.399902,23.88699913,51.22299957,3105.199951,23.38199997,65.73500061,224.5800018,343.5299988,94.69100189,77.21299744,32.43999863,8.910499573,26.72400093,7.078700066,18.54000092,1.660899997,33.32400131,13.82800007,24.02199936,1.181800008,18.10499954,2.267800093,4.938799858,2.3046,0.0055257,0.782679975,0.106260002,54.06800079,44.37200165,61.77999878,54.32400131,21.63500023,62.23199844,22.90800095,39.32899857,39.60900116,49.36500168,46.56800079,40.19499969,16.99300003
800,0.204219997,3619,4503.200195,9.348999977,26.85000038,42.33200073,2711,74.72100067,120.3899994,0.340909988,79.91300201,50.00999832,2640.699951,22.97900009,50.34899902,3104.600098,24.08399963,65.63600159,223.9600067,343.730011,94.80500031,77.21900177,32.38800049,8.876700401,26.31900024,6.709599972,18.63999939,1.676499963,33.30400085,13.8739996,23.58799934,1.093600035,18.09399986,2.298599958,4.866300106,2.311700106,0.02475,0.809409976,0.095242001,53.57099915,44.53300095,61.9280014,54.45999908,20.59399986,60.70399857,22.875,39.5870018,38.13100052,47.34199905,45.57600021,41.31399918,15.33300018
801,0.208059996,3613.600098,4482.200195,9.320699692,27.30900002,42.15200043,2711.800049,73.89099884,120.3600006,0.338479996,79.80899811,47.88700104,2640.300049,25.33200073,49.82899857,3105.800049,23.3220005,65.50099945,221.1199951,344.0400085,94.77200317,77.15699768,32.38800049,8.876700401,26.31900024,6.709599972,18.63999939,1.676499963,33.30400085,13.8739996,23.58799934,1.093600035,18.09399986,2.298599958,4.866300106,2.311700106,0.02475,0.809409976,0.095242001,53.57099915,44.53300095,62.02099991,54.71099854,20.2159996,61.55199814,23.20100021,39.88299942,31.88199997,46.13800049,45.19100189,40.07400131,17.16399956
802,0.209000006,3712.5,4506.899902,9.383399963,27.31200027,42.37099838,2713.899902,74.99900055,120.4100037,0.342700005,79.98999786,49.23699951,2643.5,26.1590004,50.13700104,3109.399902,23.17200089,65.38899994,217.8000031,343.5499878,94.71099854,77.5759964,32.53300095,8.885399818,26.37800026,6.820400238,18.72999954,1.708299994,33.56600189,13.88599968,24.4109993,1.180500031,18.04899979,2.266200066,4.768000126,2.294800043,0.02475,0.809409976,0.095242001,53.57099915,44.53300095,63.54600143,54.20299911,20.64999962,61.15599823,23.14999962,40.63600159,35.85499954,46.85100174,44.85200119,40.9109993,17.48600006
803,0.211129993,3690.899902,4493.799805,9.457900047,26.86599922,42.24000168,2715.300049,74.31199646,120.4400024,0.341509998,80.06199646,51.29199982,2644.699951,24.5510006,51.67599869,3110.899902,22.86599922,65.30799866,218.2299957,343.7099915,94.41400146,77.50099945,32.53300095,8.885399818,26.37800026,6.820400238,18.72999954,1.708299994,33.56600189,13.88599968,24.4109993,1.180500031,18.04899979,2.266200066,4.768000126,2.294800043,0.02475,0.809409976,0.095242001,53.57099915,44.53300095,63.91799927,54.35900116,20.44099998,59.75099945,22.97400093,40.78099823,41.90299988,50.4129982,44.18000031,42.08200073,18.21199989
804,0.19337,3714.300049,4521.399902,9.509599686,27.0170002,42.64400101,2714.100098,75.05400085,120.4100037,0.344209999,80.09100342,51.22800064,2643.800049,24.53800011,49.55899811,3109.300049,23.45100021,65.29199982,214.9400024,343.3900146,94.49900055,77.45700073,32.13800049,8.795999527,26.60000038,6.729599953,18.20499992,1.637599945,33.16400146,13.80300045,24.25300026,1.266299963,17.89100075,2.271500111,4.770500183,2.324300051,0.02475,0.809409976,0.095242001,53.57099915,44.53300095,62.65399933,53.82400131,18.86800003,61.72100067,23.14699936,40.86299896,41.71300125,45.51300049,43.84000015,40.71300125,16.80999947
805,0.19179,3711.5,4515.899902,9.436200142,26.97999954,42.19900131,2714.5,75.08799744,120.4599991,0.344419986,80.13800049,49.95600128,2643.899902,24.73200035,51.73300171,3109.399902,22.64800072,65.27200317,216,343.4299927,94.4260025,77.51200104,32.13800049,8.795999527,26.60000038,6.729599953,18.20499992,1.637599945,33.16400146,13.80300045,24.25300026,1.266299963,17.89100075,2.271500111,4.770500183,2.324300051,0.0032396,0.802380025,0.074284002,54.04299927,43.61399841,62.70199966,53.88800049,19.02300072,61.27099991,22.81399918,40.8370018,37.97100067,50.54399872,43.72700119,42.31499863,18.71100044
806,0.227650002,3722.100098,4574.700195,9.245699883,27.09499931,42.22000122,2712.199951,74.80200195,120.3799973,0.337639987,79.91799927,48.41199875,2641.899902,26.04100037,51.14799881,3108.300049,24.04800034,65.22899628,217.0599976,342.8399963,94.53900146,76.78700256,32.45100021,8.846699715,26.85099983,7.034200191,18.53499985,1.673799992,33.13600159,13.77400017,24.41399956,1.199599981,18.31200027,2.317199945,4.81430006,2.24090004,0.0032396,0.802380025,0.074284002,54.04299927,43.61399841,63.41699982,54.52500153,22.70299911,62.70500183,22.61300087,39.48699951,33.42599869,49.19200134,43.27099991,41.0909996,15.44499969
807,0.227379993,3736.600098,4593.600098,9.45510006,26.7689991,42.15399933,2709.199951,73.9960022,120.4100037,0.337300003,79.57800293,48.18299866,2638.399902,23.28899956,50.90800095,3106.600098,24.13400078,65.08100128,216.0599976,343.1099854,94.37999725,76.58599854,32.45100021,8.846699715,26.85099983,7.034200191,18.53499985,1.673799992,33.13600159,13.77400017,24.41399956,1.199599981,18.31200027,2.317199945,4.81430006,2.24090004,0.0032396,0.802380025,0.074284002,54.04299927,43.61399841,63.16699982,54.29899979,22.72999954,59.50699997,22.48699951,39.52899933,32.75400162,48.63600159,43.00400162,42.19300079,15.29800034
808,0.198310003,3645,4483.399902,9.397600174,26.80200005,41.79299927,2711.300049,74.62400055,120.3700027,0.333160013,79.75800323,48.26900101,2640.100098,25.48900032,49.34199905,3105,23.26399994,64.97100067,211.8899994,343.269989,94.79199982,77.53700256,32.38100052,8.847100258,26.57900047,6.878099918,18.27899933,1.660699964,33.4280014,13.7840004,24.19099998,1.094300032,18.09000015,2.256000042,4.793799877,2.362799883,0.0032396,0.802380025,0.074284002,54.04299927,43.61399841,62.0719986,54.8769989,19.41200066,60.84199905,22.89500046,39.20500183,33.00500107,45.01200104,43.02500153,40.32699966,17.30400085
809,0.19799,3632.699951,4575.299805,9.41590023,26.82699966,42.10300064,2712.300049,75.08799744,120.4000015,0.332239985,80.02300262,49.75899887,2641.399902,23.50399971,50.60699844,3108.100098,22.52599907,64.95899963,213.8000031,342.5799866,94.59400177,77.51000214,32.38100052,8.847100258,26.57900047,6.878099918,18.27899933,1.660699964,33.4280014,13.7840004,24.19099998,1.094300032,18.09000015,2.256000042,4.793799877,2.362799883,0.0032396,0.802380025,0.074284002,54.04299927,43.61399841,62.2840004,53.77700043,19.44400024,61.66799927,22.66900063,39.31700134,37.38999939,47.93999863,42.50299835,40.88999939,19.04800034
810,0.203649998,3654,4550.600098,9.43500042,26.82099915,42.75799942,2713.199951,74.94000244,120.3899994,0.33129999,79.9940033,50.34400177,2641.399902,25.4260006,47.77099991,3110.300049,22.94300079,64.94799805,211.1699982,342.4400024,94.75299835,77.18900299,32.25999832,8.717399597,26.94400024,6.827600002,18.37800026,1.628900051,33.47100067,13.70199966,24.0890007,1.38259995,18.55999947,2.253799915,4.826900005,2.258500099,0.010476,0.814540029,0.091761,53.77199936,43.80599976,63.21500015,54.76200104,19.76199913,62.43799973,22.4489994,39.61800003,39.11299896,41.375,42.15000153,41.20600128,18.07099915
811,0.201460004,3628,4561.5,9.435199738,26.74399948,42.36800003,2712.199951,75.11199951,120.4100037,0.331449986,79.79599762,53.51200104,2640.600098,25.45700073,48.09500122,3109.699951,22.13599968,64.90100098,208.3099976,342.1700134,94.56400299,77.23899841,32.25999832,8.717399597,26.94400024,6.827600002,18.37800026,1.628900051,33.47100067,13.70199966,24.0890007,1.38259995,18.55999947,2.253799915,4.826900005,2.258500099,0.010476,0.814540029,0.091761,53.77199936,43.80599976,63.6629982,54.63199997,19.97699928,60.90800095,22.1439991,39.59999847,48.43399811,42.12599945,41.95500183,41.0359993,20.00699997
812,0.210500002,3677.300049,4562.100098,9.418299675,27.05200005,42.30699921,2715.100098,75.45999908,120.4100037,0.32269001,79.99900055,49.51499939,2644.199951,22.84000015,50.51900101,3111.399902,23.53800011,64.8259964,210.6699982,342.2999878,94.62999725,77.61299896,32.50999832,9.094799995,26.5510006,6.989299774,18.34199905,1.645300031,33.0870018,13.83399963,24.12999916,1.207900047,18.19599915,2.277299881,4.916600227,2.282299995,0.010476,0.814540029,0.091761,53.77199936,43.80599976,63.2840004,54.45700073,21.11599922,61.90800095,22.6420002,38.36399841,36.67300034,47.73400116,41.29700089,41.31600189,16.65200043
813,0.213330001,3680.600098,4579.899902,9.373900414,27.0340004,42.22100067,2716.899902,75.59899902,120.4100037,0.326819986,80.16300201,47.83599854,2646.800049,25.72100067,49.16400146,3113.5,22.80599976,64.84400177,205.5,342.269989,94.42299652,77.31700134,32.50999832,9.094799995,26.5510006,6.989299774,18.34199905,1.645300031,33.0870018,13.83399963,24.12999916,1.207900047,18.19599915,2.277299881,4.916600227,2.282299995,0.010476,0.814540029,0.091761,53.77199936,43.80599976,63.22900009,54.24399948,20.83799934,61.3370018,22.77400017,37.86000061,31.7329998,44.59899902,41.30699921,41.13100052,18.38400078
814,0.185690001,3629.800049,4583.299805,9.250800133,26.90399933,42.5359993,2715.5,74.98300171,120.4000015,0.336479992,80.04000092,52.38700104,2644.399902,25.46699905,49.52000046,3111.800049,23.14699936,64.79399872,206.2700043,341.4599915,94.6309967,77.33499908,32.02000046,8.795700073,26.9829998,7.026500225,18.7159996,1.637199998,33.13999939,13.56000042,24.16900063,1.293499947,18.40299988,2.246200085,4.763899803,2.313199997,0.010476,0.814540029,0.091761,53.77199936,43.80599976,62.65999985,54.36100006,18.39900017,62.06299973,22.34300041,40.12200165,45.12599945,45.42200089,40.79000092,41.64099884,17.57999992
815,0.187169999,3660,4562,9.315400124,26.84900093,42.20399857,2713.800049,75.79599762,120.3600006,0.336059988,79.96600342,49.4070015,2643.199951,23.84600067,51.17399979,3109.699951,23.6989994,64.76399994,204.0099945,341.5700073,94.65399933,77.16000366,32.02000046,8.795700073,26.9829998,7.026500225,18.7159996,1.637199998,33.13999939,13.56000042,24.16900063,1.293499947,18.40299988,2.246200085,4.763899803,2.313199997,0.032788999,0.836059988,0.103390001,53.70100021,44.90100098,62.13999939,54.61600113,18.25300026,62.51499939,22.61899948,40.17300034,36.35499954,49.25099945,40.80899811,40.48199844,16.2859993
816,0.232270002,3616.800049,4575.5,9.280599594,26.93499947,42.38700104,2716.199951,75.24500275,120.4199982,0.305040002,80.02200317,49.47000122,2646,25.51600075,48.7840004,3112.300049,21.84000015,64.72100067,206.0599976,341.6400146,94.77899933,77.02400208,32.29800034,9.036299706,26.79599953,6.843400002,18.65999985,1.670099974,32.86100006,13.72299957,24.44799995,1.209599972,17.90500069,2.193000078,4.916399956,2.364599943,0.032788999,0.836059988,0.103390001,53.70100021,44.90100098,62.43700027,53.57799911,22.97500038,62.31700134,22.54100037,36.45999908,36.54000092,43.72100067,40.29700089,41.86999893,20.70899963
817,0.231549993,3659.600098,4522.799805,9.309000015,26.81100082,42.07799911,2716.800049,75.88999939,120.3700027,0.306639999,79.99199677,49.77000046,2646.100098,23.87599945,50.73099899,3113.899902,23.22299957,64.67900085,200.9299927,341.6300049,94.67199707,77.50099945,32.29800034,9.036299706,26.79599953,6.843400002,18.65999985,1.670099974,32.86100006,13.72299957,24.44799995,1.209599972,17.90500069,2.193000078,4.916399956,2.364599943,0.032788999,0.836059988,0.103390001,53.70100021,44.90100098,61.70199966,54.20899963,23.04599953,61.84000015,22.51099968,36.26499939,37.42300034,48.22600174,40.42699814,40.77999878,17.39699936
818,0.207249999,3638.399902,4525.100098,9.307299614,26.83200073,42,2717.399902,75.32700348,120.4400024,0.324299991,79.92299652,49.81999969,2646,22.97500038,50.80199814,3114.300049,22.63899994,64.60099792,202.6000061,341.8699951,94.70300293,77.03600311,31.97500038,8.873700142,26.44499969,6.898799896,18.91500092,1.667700052,32.95500183,13.71000004,24.58499908,1.334300041,18.58399963,2.233799934,4.838200092,2.343800068,0.032788999,0.836059988,0.103390001,53.70100021,44.90100098,63.62200165,54.33399963,20.20800018,59.86100006,22.31999969,38.18399811,37.57099915,48.38899994,39.95399857,41.99300003,18.81599998
819,0.206970006,3659.399902,4554.100098,9.307800293,26.71199989,42.2480011,2714.5,75.19000244,120.4100037,0.323049992,79.65100098,48.63299942,2642.800049,24.23800087,49.34700012,3112.600098,23.27899933,64.52400208,201.4299927,341.1199951,94.66500092,77.14499664,31.97500038,8.873700142,26.44499969,6.898799896,18.91500092,1.667700052,32.95500183,13.71000004,24.58499908,1.334300041,18.58399963,2.233799934,4.838200092,2.343800068,0.032788999,0.836059988,0.103390001,53.70100021,44.90100098,63.25999832,53.98600006,20.23500061,60.96099854,22.1060009,38.33599854,34.07799911,45.02299881,39.73799896,40.93799973,17.31200027
820,0.236970007,3642.199951,4488.899902,9.351400375,26.84600067,42.20600128,2715.699951,75.28399658,120.4199982,0.321960002,79.7480011,49.86999893,2643.699951,25.9090004,50.51499939,3113.699951,23.04299927,64.45600128,202.4400024,341.2799988,94.73400116,77.33599854,32.65100098,8.70870018,26.80699921,6.659800053,18.6760006,1.657899976,32.6609993,13.72099972,24.74200058,1.065199971,18.49200058,2.224100113,4.841199875,2.360100031,0.0061598,0.83792001,0.116920002,52.72900009,44.76100159,63.08200073,54.13999939,23.54000092,61.02799988,22.05999947,37.97600174,37.71900177,47.72499847,39.86199951,41.04000092,17.87199974
821,0.237440005,3611.899902,4495.799805,9.447500229,27.18899918,42.11000061,2718.5,75.42199707,120.4000015,0.319709986,80.03900146,50.84199905,2648,25.79700089,49.13999939,3115,22.52499962,64.43599701,201.2200012,341.4500122,94.55500031,77.55200195,32.65100098,8.70870018,26.80699921,6.659800053,18.6760006,1.657899976,32.6609993,13.72099972,24.74200058,1.065199971,18.49200058,2.224100113,4.841199875,2.360100031,0.0061598,0.83792001,0.116920002,52.72900009,44.76100159,63.60200119,54.05699921,23.49300003,59.97299957,22.97800064,38.25,40.57899857,44.54399872,39.88499832,40.80099869,19.07699966
822,0.17238,3708.899902,4557.399902,9.340000153,27.24099922,42.7879982,2716.600098,75.16400146,120.4100037,0.321150005,79.98699951,49.22200012,2645.199951,24.8920002,50.76900101,3113.800049,22.73600006,64.47599792,200.2100067,341.3099976,94.6740036,77.09799957,31.42399979,8.778699875,26.95299911,7.059999943,18.48399925,1.628100038,32.95800018,13.54899979,24.28300095,1.373700023,18.23200035,2.246599913,4.815299988,2.293900013,0.0061598,0.83792001,0.116920002,52.72900009,44.76100159,64.1269989,53.90499878,16.76600075,60.50099945,22.6420002,38.21900177,35.81100082,48.31299973,39.88399887,41.2879982,18.60099983
823,0.169290006,3701.899902,4523.5,9.376600266,26.56500053,42.45299911,2713.199951,76.1780014,120.4400024,0.319510013,79.82900238,51.90999985,2641.800049,25.83600044,49.5890007,3112.399902,22.73900032,64.47599792,200.25,340.4599915,94.40000153,77.01300049,31.42399979,8.778699875,26.95299911,7.059999943,18.48399925,1.628100038,32.95800018,13.54899979,24.28300095,1.373700023,18.23200035,2.246599913,4.815299988,2.293900013,0.0061598,0.83792001,0.116920002,52.72900009,44.76100159,64.24700165,54.31000137,17.06900024,60.97499847,21.94300079,38.41899872,43.72200012,45.58200073,39.79299927,41.54000092,18.61400032
